,Count Diff,Count Same,Mean Diff,Mean Same,Std Diff,Std Same,Diff_M,Diff_S
72,45920.0,1567.0,34.8391986063,35.5290363752,13.1212341613,13.1104559104,0.689837768968,-0.0107782509068
73,46209.0,1278.0,34.862754009,34.8333333333,13.1264110061,12.9409084076,-0.029420675626,-0.18550259843
74,46248.0,1239.0,34.8411823214,35.6376109766,13.1210538225,13.1129764476,0.796428655196,-0.00807737486484
75,46071.0,1416.0,34.8433721864,35.4668079096,13.1311708792,12.7864338437,0.623435723197,-0.344737035487
76,46064.0,1423.0,34.8830540118,34.1791988756,13.129691309,12.8331635773,-0.703855136195,-0.296527731615
77,46353.0,1134.0,34.8624468751,34.8421516755,13.1088573834,13.6269405413,-0.0202951995824,0.518083157933
78,45884.0,1603.0,34.9034739779,33.6737367436,13.1372323126,12.6034387911,-1.22973723425,-0.533793521444
79,45615.0,1872.0,34.8177353941,35.9396367521,13.1190058457,13.1351194265,1.12190135808,0.0161135808158
80,46120.0,1367.0,34.8615568083,34.8756400878,13.1200583777,13.1686008715,0.0140832794574,0.0485424938338
81,46161.0,1326.0,34.8472953359,35.3725490196,13.121030872,13.1260927174,0.525253683718,0.00506184539062
82,45835.0,1652.0,34.8771026508,34.4418886199,13.1322075269,12.8122873458,-0.435214030958,-0.319920181166
83,46270.0,1217.0,34.8549816296,35.1273623665,13.1139532763,13.4011751631,0.272380736909,0.287221886805
84,45832.0,1655.0,34.8512829464,35.1577039275,13.1249821166,13.0199326138,0.306420981079,-0.105049502794
85,46273.0,1214.0,34.8649320338,34.7487644152,13.1108934477,13.5177930177,-0.116167618643,0.406899569946
86,45830.0,1657.0,34.8674012655,34.7115268558,13.1162821982,13.2629963115,-0.155874409783,0.146714113255
87,45962.0,1525.0,34.8479831165,35.2832786885,13.1245859508,13.0197110714,0.435295572037,-0.104874879465
88,46398.0,1089.0,34.8755980861,34.2809917355,13.1317489058,12.6611674916,-0.594606350587,-0.470581414149
89,45653.0,1834.0,34.8673690667,34.7273718648,13.1207198106,13.139099829,-0.139997201879,0.0183800183883
90,45795.0,1692.0,34.8394147833,35.4722222222,13.1254350883,12.9984235601,0.632807438949,-0.127011528243
91,46011.0,1476.0,34.8613157723,34.8821138211,13.1180271164,13.2280002923,0.0207980488229,0.109973175892
92,46444.0,1043.0,34.8309577125,36.242569511,13.1205201574,13.0888602587,1.41161179851,-0.0316598986278
93,46023.0,1464.0,34.8465767116,35.3456284153,13.1103628798,13.4568272996,0.499051703656,0.346464419829
94,46146.0,1341.0,34.8877909245,33.9731543624,13.1272417814,12.8891668489,-0.914636562041,-0.238074932596
95,46027.0,1460.0,34.8410932713,35.5198630137,13.1121016529,13.3965823793,0.678769742358,0.284480726481
96,46275.0,1212.0,34.8615235008,34.8787128713,13.1292416322,12.8204642226,0.0171893704768,-0.308777409563
97,46135.0,1352.0,34.8684296088,34.6412721893,13.1174546073,13.2555315608,-0.227157419408,0.138076953464
98,45887.0,1600.0,34.857061913,35.0025,13.1162192016,13.2701282563,0.14543808704,0.153909054796
99,46128.0,1359.0,34.8859694762,34.0470934511,13.1256472365,12.9519613728,-0.838876025173,-0.173685863699
100,45877.0,1610.0,34.8524968939,35.1316770186,13.1283353044,12.9209020843,0.279180124765,-0.207433220081
101,46190.0,1297.0,34.8827451829,34.1218195837,13.1219314977,13.0830311508,-0.760925599285,-0.0389003468704
102,46022.0,1465.0,34.8854678197,34.1235494881,13.1238335844,13.0249507709,-0.761918331684,-0.0988828134923
103,45790.0,1697.0,34.8602751693,34.9074837949,13.1262656515,12.9908911066,0.0472086256813,-0.135374544929
104,46082.0,1405.0,34.8526539647,35.1672597865,13.1123596427,13.4130547761,0.314605821805,0.300695133348
105,46088.0,1399.0,34.8874327374,34.0228734811,13.116853985,13.244948508,-0.864559256314,0.128094522961
106,46313.0,1174.0,34.8678988621,34.6277683135,13.1114518747,13.5084935787,-0.240130548632,0.397041703992
107,46073.0,1414.0,34.8336986955,35.7828854314,13.1126457491,13.3729333867,0.949186735852,0.260287637576
108,46281.0,1206.0,34.871437523,34.4983416252,13.1217431678,13.1053027398,-0.37309589775,-0.0164404279255
109,46026.0,1461.0,34.8757006909,34.4291581109,13.1367122098,12.6234701464,-0.446542580031,-0.513242063421
110,45906.0,1581.0,34.8812791356,34.3010752688,13.1306597094,12.838546789,-0.580203866808,-0.292112920423
111,45753.0,1734.0,34.7992481367,36.5167243368,13.11347796,13.2233032991,1.71747620006,0.109825339103
112,46066.0,1421.0,34.8496939174,35.2596762843,13.1188269503,13.2003302202,0.409982366884,0.08150326997
113,45768.0,1719.0,34.8647526656,34.7876672484,13.1286435918,12.9283306629,-0.0770854172177,-0.200312928972
114,45919.0,1568.0,34.8813345238,34.2946428571,13.1350492065,12.7036285889,-0.586691666693,-0.431420617678
115,45889.0,1598.0,34.8836758265,34.2384230288,13.1101330936,13.4277948173,-0.645252797665,0.317661723704
116,46269.0,1218.0,34.863407465,34.8070607553,13.1242217348,13.0158130006,-0.0563467097048,-0.108408734168
117,45875.0,1612.0,34.8844904632,34.2208436725,13.1273496081,12.9361076056,-0.663646790759,-0.191242002532
118,45986.0,1501.0,34.8478667421,35.2938041306,13.1015518792,13.7106633046,0.445937388528,0.609111425359
119,46179.0,1308.0,34.8537213885,35.1529051988,13.1074551722,13.6037321874,0.299183810267,0.496277015237
120,45943.0,1544.0,34.8582809133,34.9715025907,13.1393464264,12.576679808,0.113221677368,-0.562666618447
121,46140.0,1347.0,34.8774165583,34.3325909428,13.1322613404,12.7342537227,-0.544825615465,-0.398007617773
122,46381.0,1106.0,34.8748409909,34.321880651,13.1287192738,12.8012800013,-0.552960339928,-0.32743927247
123,46169.0,1318.0,34.8557690225,35.0789074355,13.1189017534,13.2089047995,0.223138413004,0.0900030461219
124,46144.0,1343.0,34.8832784327,34.129560685,13.1249261947,12.9803662479,-0.753717747699,-0.144559946787
125,46215.0,1272.0,34.823304122,36.266509434,13.1097077471,13.4666488787,1.44320531192,0.35694113162
126,46209.0,1278.0,34.8417624272,35.5923317684,13.1138514243,13.3732808115,0.750569341155,0.259429387222
127,46081.0,1406.0,34.8792560925,34.2951635846,13.1258433764,12.9640210337,-0.584092507895,-0.161822342767
128,46332.0,1155.0,34.8661184495,34.6952380952,13.1300063772,12.7723950805,-0.170880354214,-0.357611296742
129,46046.0,1441.0,34.8565782044,35.0340041638,13.1173184234,13.251974009,0.177425959371,0.134655585647
130,45963.0,1524.0,34.8653482149,34.7598425197,13.1099918514,13.4624816651,-0.105505695183,0.352489813678
131,46225.0,1262.0,34.8808436993,34.1703645008,13.1311214994,12.7428782067,-0.710479198505,-0.388243292744
132,46042.0,1445.0,34.8546761652,35.0941176471,13.1449992203,12.3450843672,0.239441481818,-0.799914853068
133,46024.0,1463.0,34.8771510516,34.3841421736,13.1315231106,12.7913411231,-0.493008878009,-0.340181987454
134,45736.0,1751.0,34.8782140983,34.4374643061,13.1216088426,13.1103645442,-0.440749792193,-0.0112442984564
135,46343.0,1144.0,34.8542174654,35.1756993007,13.1166564617,13.3108631013,0.321481835278,0.194206639595
136,45941.0,1546.0,34.8426677695,35.435316947,13.1207071489,13.1308089428,0.592649177429,0.0101017938833
137,45972.0,1515.0,34.8702688593,34.6099009901,13.129982102,12.8573735709,-0.260367869207,-0.272608531084
138,45696.0,1791.0,34.8915441176,34.1072026801,13.1182643961,13.1802590044,-0.78434143758,0.0619946083061
139,45978.0,1509.0,34.8406194267,35.5122597747,13.1270426169,12.9331330504,0.671640348003,-0.193909566494
140,46101.0,1386.0,34.8477256459,35.3354978355,13.1160042276,13.293004417,0.487772189633,0.177000189397
141,45988.0,1499.0,34.8312168392,35.805203469,13.1057279101,13.5616359719,0.973986629804,0.455908061852
142,46197.0,1290.0,34.8908370673,33.8279069767,13.104973654,13.6589227877,-1.0629300906,0.553949133687
143,46167.0,1320.0,34.8555894903,35.0848484848,13.1144874351,13.3612119232,0.22925899452,0.246724488062
144,45718.0,1769.0,34.9196596527,33.370830978,13.136676056,12.6304669826,-1.5488286747,-0.506209073453
145,46010.0,1477.0,34.8996305151,33.6885578876,13.1306319364,12.7766602246,-1.2110726275,-0.35397171175
146,45922.0,1565.0,34.8570619747,35.0057507987,13.1152869685,13.3005525586,0.148688824069,0.185265590142
147,46000.0,1487.0,34.8591956522,34.9475453934,13.1127907648,13.3866787741,0.0883497412356,0.27388800928
148,46439.0,1048.0,34.8513749219,35.3311068702,13.1026619098,13.9215329326,0.479731948288,0.818871022849
149,45990.0,1497.0,34.8542944118,35.0975283901,13.1124550218,13.3931142231,0.243233978285,0.280659201334
150,45905.0,1582.0,34.8647424028,34.781289507,13.1121320143,13.3891382661,-0.0834528958351,0.277006251873
151,45748.0,1739.0,34.8559062691,35.0212765957,13.1444887301,12.4989346558,0.165370326618,-0.645554074316
152,45895.0,1592.0,34.8740385663,34.5138190955,13.1255081783,12.9992432207,-0.360219470815,-0.126264957619
153,45970.0,1517.0,34.847291712,35.3065260382,13.113394067,13.3560058677,0.459234326247,0.242611800696
154,45960.0,1527.0,34.8463228895,35.3326784545,13.1348549582,12.702333594,0.486355565017,-0.432521364262
155,46014.0,1473.0,34.845699135,35.3699932111,13.1121312897,13.3997727131,0.524294076088,0.287641423475
156,45913.0,1574.0,34.8332062814,35.7007623888,13.1164868123,13.2382457329,0.867556107373,0.121758920694
157,46068.0,1419.0,34.8556698793,35.0662438337,13.1326031198,12.752382257,0.210573954377,-0.380220862755
158,46022.0,1465.0,34.8959845291,33.7931740614,13.1280597369,12.8664411772,-1.1028104677,-0.261618559698
159,45852.0,1635.0,34.9013129198,33.7584097859,13.1240239402,13.0007901997,-1.1429031339,-0.123233740474
160,45893.0,1594.0,34.86422766,34.7967377666,13.1276435726,12.9418066637,-0.0674898933669,-0.185836908821
161,46036.0,1451.0,34.8824181076,34.2129565817,13.1232575101,13.0475310497,-0.6694615259,-0.0757264603858
162,46123.0,1364.0,34.8743143334,34.4442815249,13.1209135078,13.133011209,-0.430032808486,0.0120977011637
163,45924.0,1563.0,34.8600513893,34.918106206,13.1197506233,13.1714177999,0.0580548167623,0.0516671765833
164,45642.0,1845.0,34.8954471758,34.033604336,13.1366832742,12.7107380376,-0.861842839803,-0.425945236651
165,46023.0,1464.0,34.8592877474,34.9460382514,13.1288105878,12.8877253015,0.0867505039355,-0.24108528637
166,46094.0,1393.0,34.8496116631,35.2706389088,13.1224542204,13.0818315577,0.421027245707,-0.0406226626298
167,46068.0,1419.0,34.874750369,34.4467935166,13.1128056806,13.3928578347,-0.427956852459,0.280052154137
168,46012.0,1475.0,34.8701425715,34.606779661,13.1197144271,13.1731999484,-0.263362910486,0.0534855212942
169,45991.0,1496.0,34.8735187319,34.506684492,13.1270567371,12.9429913668,-0.366834239947,-0.184065370283
170,45816.0,1671.0,34.884407194,34.2465589467,13.12376118,13.0430521049,-0.637848247255,-0.0807090750222
171,45896.0,1591.0,34.8547585846,35.0697674419,13.1292018488,12.8941812193,0.215008857234,-0.235020629443
172,45945.0,1542.0,34.8788333877,34.3592736706,13.1159329066,13.2752755602,-0.519559717188,0.159342653591
173,45718.0,1769.0,34.8596832757,34.9208592425,13.1233744043,13.0716551204,0.061175966776,-0.0517192838369
174,46074.0,1413.0,34.877826974,34.3446567587,13.1319330413,12.7641259902,-0.533170215329,-0.367807051111
175,46335.0,1152.0,34.8577964821,35.0295138889,13.1106668319,13.5476440393,0.171717406748,0.43697720746
176,46309.0,1178.0,34.8557083936,35.1078098472,13.1080781235,13.6351695587,0.252101453582,0.527091435267
177,46052.0,1435.0,34.8400503778,35.5651567944,13.1239026318,13.0231169274,0.725106416591,-0.100785704365
178,45738.0,1749.0,34.8556342647,35.0274442539,13.1266947671,12.982576836,0.171809989134,-0.144117931154
179,46205.0,1282.0,34.8440861379,35.5062402496,13.1291744923,12.8233798625,0.662154111746,-0.305794629762
180,45728.0,1759.0,34.8407102869,35.4144400227,13.1163808158,13.2408526225,0.573729735826,0.124471806705
181,45998.0,1489.0,34.8561459194,35.0416386837,13.1233593469,13.0612550444,0.185492764293,-0.0621043025406
182,46009.0,1478.0,34.8420961116,35.4803788904,13.1131764012,13.3620723307,0.638282778762,0.248895929585
183,46027.0,1460.0,34.8641884111,34.7917808219,13.1316036202,12.7970583647,-0.0724075892322,-0.334545255546
184,46380.0,1107.0,34.8311125485,36.1544715447,13.1118139161,13.4561972844,1.3233589962,0.344383368319
185,45822.0,1665.0,34.821090306,35.9867867868,13.0940257508,13.8080877331,1.16569648082,0.714061982281
186,45941.0,1546.0,34.8304782221,35.797542044,13.113064272,13.3347158828,0.967063821917,0.221651610849
187,45869.0,1618.0,34.8487649611,35.2360939431,13.1056259605,13.5574959723,0.387328982055,0.451870011862
188,46178.0,1309.0,34.8713673178,34.5301757066,13.1256172016,12.9693846174,-0.341191611124,-0.156232584224
189,45607.0,1880.0,34.8551318876,35.0276595745,13.1101629573,13.3916037675,0.172527686819,0.281440810185
190,46049.0,1438.0,34.8889009533,33.9993045897,13.1328173527,12.7219337634,-0.889596363624,-0.410883589264
191,46135.0,1352.0,34.8715292078,34.5355029586,13.1409349435,12.433637188,-0.33602624918,-0.707297755519
192,46024.0,1463.0,34.854619329,35.0929596719,13.1173870207,13.2468760348,0.238340342861,0.129489014095
193,45942.0,1545.0,34.867223891,34.7055016181,13.1164338299,13.2691108449,-0.16172227287,0.152677014969
194,46024.0,1463.0,34.841321919,35.5112781955,13.1289918602,12.8651206611,0.66995627649,-0.263871199097
195,46133.0,1354.0,34.8773979581,34.3360413589,13.1358238848,12.6105488867,-0.541356599141,-0.525274998131
196,46105.0,1382.0,34.8323609153,35.8494934877,13.1269325007,12.8984417901,1.0171325724,-0.228490710627
197,46053.0,1434.0,34.8790089679,34.3145048815,13.1238495113,13.0324935663,-0.564504086478,-0.0913559450776
198,45841.0,1646.0,34.8682402216,34.6871202916,13.1240142744,13.0487947236,-0.18111993002,-0.075219550808
199,45602.0,1885.0,34.8575281786,34.9692307692,13.1213442619,13.1237417835,0.111702590642,0.00239752158977
200,45898.0,1589.0,34.8707786832,34.6073001888,13.126413605,12.9748098154,-0.263478494369,-0.151603789586
201,45978.0,1509.0,34.9025185959,33.6262425447,13.1262547684,12.9133821361,-1.27627605112,-0.21287263234
202,45827.0,1660.0,34.854867218,35.0578313253,13.1264091394,12.9824021521,0.202964107286,-0.144006987382
203,45885.0,1602.0,34.884057971,34.2290886392,13.1325275962,12.7839131342,-0.654969331813,-0.348614462068
204,46044.0,1443.0,34.8387846408,35.6015246015,13.1236861532,13.0284516524,0.762739960746,-0.0952345008385
205,46349.0,1138.0,34.8818528987,34.0518453427,13.1199423232,13.1575241114,-0.830007555954,0.0375817882346
206,46078.0,1409.0,34.8075003255,36.6430092264,13.09730473,13.7704247486,1.83550890087,0.673120018577
207,45772.0,1715.0,34.8652232806,34.7749271137,13.123068621,13.0780602677,-0.0902961669056,-0.0450083532727
208,46026.0,1461.0,34.8516056142,35.1882272416,13.1198830051,13.1668231237,0.336621627397,0.0469401185889
209,45707.0,1780.0,34.855711379,35.0224719101,13.1062037702,13.5064596609,0.166760531111,0.400255890656
210,45794.0,1693.0,34.8737607547,34.5428233904,13.1136608225,13.3267746569,-0.330937364253,0.213113834473
211,45766.0,1721.0,34.8478783376,35.2364904126,13.1117785016,13.370975778,0.38861207492,0.259197276467
212,45998.0,1489.0,34.8235140658,36.0496977837,13.1122288415,13.3491251164,1.22618371792,0.236896274916
213,46065.0,1422.0,34.8992727667,33.6533052039,13.1251115426,12.9443696706,-1.2459675628,-0.180741872009
214,46140.0,1347.0,34.853337668,35.1573867854,13.1173974634,13.2564888931,0.304049117482,0.139091429631
215,45948.0,1539.0,34.8703969705,34.6101364522,13.1161690873,13.2760057591,-0.260260518247,0.15983667179
216,45770.0,1717.0,34.8378850776,35.5037856727,13.1278244125,12.9339641017,0.665900595123,-0.193860310732
217,45824.0,1663.0,34.854072102,35.0793746242,13.1210682979,13.1303179027,0.225302522218,0.00924960472154
218,45868.0,1619.0,34.8560216273,35.030265596,13.1434783405,12.4798853484,0.174243968769,-0.663592992113
219,46206.0,1281.0,34.8890187422,33.8860265418,13.1199380874,13.1389616181,-1.00299220039,0.0190235307546
220,45785.0,1702.0,34.8492300972,35.2044653349,13.1179012866,13.2122110084,0.355235237707,0.0943097218827
221,46149.0,1338.0,34.8490758196,35.3064275037,13.1232364047,13.0521182044,0.457351684109,-0.071118200272
222,45925.0,1562.0,34.8481654872,35.2676056338,13.1158468633,13.2790515483,0.419440146595,0.16320468501
223,45753.0,1734.0,34.8390269491,35.4671280277,13.1098742212,13.4094734945,0.628101078629,0.299599273256
224,45898.0,1589.0,34.8621508562,34.8565135305,13.1259473773,12.9910181403,-0.00563732572412,-0.134929237068
225,45287.0,2200.0,34.8558968357,34.9868181818,13.1296851397,12.9502250956,0.130921346082,-0.179460044118
226,46057.0,1430.0,34.8387867208,35.6083916084,13.1208324578,13.119697084,0.769604887589,-0.00113537381456
227,46001.0,1486.0,34.8810243256,34.2718707941,13.1176100074,13.2264952997,-0.60915353148,0.108885292221
228,45730.0,1757.0,34.8782637218,34.43767786,13.1351682275,12.7518908716,-0.440585861857,-0.383277355915
229,46117.0,1370.0,34.8621549537,34.8554744526,13.1017908798,13.7675416744,-0.00668050114997,0.665750794613
230,46162.0,1325.0,34.8457822451,35.4256603774,13.1238624068,13.0247825465,0.579878132222,-0.0990798603068
231,45596.0,1891.0,34.8127686639,36.0481226864,13.101518975,13.5395681321,1.23535402249,0.43804915706
232,46264.0,1223.0,34.8669375757,34.6737530662,13.1170037304,13.2876038201,-0.193184509422,0.170600089694
233,45994.0,1493.0,34.8715702048,34.5659745479,13.1269823255,12.9464961957,-0.305595656919,-0.180486129866
234,46009.0,1478.0,34.8724597361,34.5351826793,13.1217692894,13.1075358196,-0.337277056842,-0.0142334698557
235,46202.0,1285.0,34.8640967923,34.7852140078,13.1424405378,12.3424879428,-0.0788827845645,-0.799952595016
236,46284.0,1203.0,34.8465992568,35.4530340815,13.1251357545,12.965206749,0.6064348247,-0.159929005448
237,45869.0,1618.0,34.8627395409,34.8399258344,13.124976845,13.021212435,-0.022813706503,-0.103764410009
238,46136.0,1351.0,34.8867912259,34.0140636566,13.1357294143,12.5946706187,-0.87272756939,-0.541058795616
239,46154.0,1333.0,34.8657754474,34.7299324831,13.1268042994,12.9341359837,-0.135842964294,-0.192668315711
240,46330.0,1157.0,34.8863803151,33.8841832325,13.1270306724,12.8580377751,-1.00219708263,-0.268992897267
241,46077.0,1410.0,34.9251470365,32.7971631206,13.1334734426,12.5482740989,-2.12798391592,-0.585199343626
242,45955.0,1532.0,34.8993363073,33.7408616188,13.1264156653,12.9215621411,-1.15847468846,-0.20485352418
243,45736.0,1751.0,34.8532228441,35.0902341519,13.1077175522,13.4735665658,0.237011307764,0.36584901357
244,45770.0,1717.0,34.8922001311,34.0559114735,13.137142115,12.669379981,-0.83628865759,-0.467762134001
245,45660.0,1827.0,34.8551467367,35.0322933771,13.1089104991,13.4302607159,0.177146640371,0.321350216819
246,46210.0,1277.0,34.8604847436,34.9154267815,13.1244140607,13.0138239163,0.0549420379572,-0.110590144348
247,46021.0,1466.0,34.8595206536,34.9386084584,13.11955423,13.1808754509,0.0790878047755,0.0613212208879
248,45733.0,1754.0,34.8453633044,35.2947548461,13.1165896023,13.2404721848,0.449391541669,0.123882582478
249,45849.0,1638.0,34.8701825558,34.6318681319,13.1177416774,13.2230296615,-0.238314423913,0.105287984123
250,46163.0,1324.0,34.8674912809,34.66918429,13.124569759,13.0109292601,-0.198306990866,-0.113640498898
251,45979.0,1508.0,34.8477565845,35.2950928382,13.1083797856,13.507197415,0.447336253669,0.398817629446
